city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Hermitage,Steven Roelle,Small Business,0.04,1,7/31/2015,56384,Critical,47,0.6,Office Supplies,Large Box,-2172.14,East,7882,257.2,8/1/2015,Regular Air,49,Pennsylvania,4.48,16148
Hermitage,Steven Roelle,Small Business,0.08,1,7/31/2015,56384,Critical,29,0.77,Furniture,Jumbo Box,-528.653125,East,7883,6139.34,8/2/2015,Delivery Truck,69.64,Pennsylvania,218.75,16148
Oro Valley,Cindy Chapman,Consumer,0.08,1,7/31/2015,2562,Critical,6,0.36,Office Supplies,Small Box,-37.07,West,368,77.6,8/2/2015,Regular Air,11.25,Arizona,11.34,85737
Oro Valley,Cindy Chapman,Consumer,0.02,1,7/31/2015,2562,Critical,28,0.55,Technology,Small Pack,-32.03,West,367,64.82,8/3/2015,Regular Air,1.99,Arizona,2.12,85737
Plantation,Rick Bensley,Consumer,0,1,8/1/2015,47399,Low,26,0.37,Office Supplies,Small Box,5.6695,South,6661,145.76,8/1/2015,Regular Air,2.99,Florida,5.28,33317
Monroe,MaryBeth Skach,Home Office,0.01,1,8/1/2015,13988,Not Specified,34,0.41,Furniture,Small Box,-59.71,South,1954,180.27,8/2/2015,Regular Air,5.32,North Carolina,4.95,28110
Mooresville,MaryBeth Skach,Home Office,0.04,1,8/1/2015,13988,Not Specified,18,0.58,Office Supplies,Small Box,-2.24,South,1956,236.31,8/2/2015,Express Air,4.98,North Carolina,11.97,28115
Monroe,MaryBeth Skach,Home Office,0,1,8/1/2015,13988,Not Specified,39,0.57,Office Supplies,Small Box,-35.92,South,1955,626.96,8/2/2015,Regular Air,7.69,North Carolina,14.98,28110
Apopka,Eric Hoffmann,Small Business,0.1,1,8/1/2015,11431,High,8,0.58,Technology,Small Box,-615.67,South,1588,1273.266,8/2/2015,Regular Air,8.99,Florida,205.99,32712
Apopka,Eric Hoffmann,Small Business,0.09,1,8/1/2015,11431,High,5,0.4,Office Supplies,Wrap Bag,-6.71,South,1587,39.68,8/3/2015,Regular Air,2.87,Florida,8.01,32712
Vancouver,Clay Cheatham,Small Business,0.06,1,8/1/2015,2247,Not Specified,6,0.57,Technology,Jumbo Box,-4266.0885,West,328,21134.71,8/3/2015,Delivery Truck,8.73,Washington,3502.14,98661
Burke,Jim Epp,Small Business,0.04,1,8/1/2015,31302,High,41,0.49,Technology,Small Pack,1777.67,South,4397,4648.64,8/3/2015,Regular Air,1.99,Virginia,115.79,22015
San Francisco,Juliana Krohn,Small Business,0.05,1,8/2/2015,33445,Low,16,0.72,Furniture,Large Box,-589.58,West,4695,2982.5,8/4/2015,Regular Air,69,California,182.55,94110
Hicksville,Justin MacKendrick,Corporate,0,1,8/2/2015,52039,Critical,48,0.44,Technology,Small Pack,840.46,East,7299,2006.38,8/4/2015,Regular Air,1.99,New York,40.98,11801
San Francisco,Juliana Krohn,Small Business,0.07,1,8/2/2015,33445,Low,18,0.62,Furniture,Jumbo Box,-197.06,West,4693,1776.96,8/7/2015,Delivery Truck,35.84,California,100.98,94110
San Francisco,Juliana Krohn,Small Business,0.01,1,8/2/2015,33445,Low,49,0.6,Furniture,Jumbo Box,103.11,West,4694,3642.14,8/7/2015,Delivery Truck,26.74,California,70.98,94110
Columbia,Liz Thompson,Corporate,0.07,1,8/3/2015,26691,Not Specified,37,0.35,Office Supplies,Small Box,-83.1565,Central,3735,270.43,8/4/2015,Regular Air,6.16,MO,7.68,65203
Oakdale,Steve Carroll,Consumer,0.03,1,8/3/2015,37412,High,17,0.57,Office Supplies,Small Pack,6.02,Central,5256,191.67,8/5/2015,Regular Air,3.37,Minnesota,10.98,55128
Quincy,Claudia Miner,Small Business,0.02,1,8/4/2015,933,Not Specified,15,0.37,Office Supplies,Small Box,-4.715,Central,149,80.61,8/4/2015,Regular Air,2.99,Illinois,5.28,62301
Oxnard,Doug O'Connell,Small Business,0.02,1,8/4/2015,54886,Critical,39,0.57,Furniture,Small Box,-39.1,West,7656,419.95,8/5/2015,Regular Air,5.16,California,10.64,93030
Rocky Mount,Maxwell Schwartz,Corporate,0.01,1,8/4/2015,52197,Critical,23,0.53,Office Supplies,Wrap Bag,-10.11,South,7325,91.94,8/5/2015,Regular Air,2,North Carolina,3.95,27801
Nutley,Pierre Wener,Home Office,0.06,1,8/4/2015,33761,High,45,0.6,Office Supplies,Small Pack,29.96,East,4747,463.93,8/5/2015,Regular Air,2.89,New Jersey,10.48,7110
Lansing,Ralph Kennedy,Corporate,0.05,1,8/4/2015,36803,Not Specified,2,0.43,Furniture,Small Box,10.73,Central,5172,19.02,8/6/2015,Express Air,5.33,Michigan,2.08,48911
Lansing,Ralph Kennedy,Corporate,0.05,1,8/4/2015,36803,Not Specified,42,0.36,Office Supplies,Small Box,30.76,Central,5171,121.65,8/6/2015,Regular Air,0.99,Michigan,2.88,48911
Rocky Mount,Maxwell Schwartz,Corporate,0.06,1,8/4/2015,52197,Critical,6,0.73,Office Supplies,Small Box,-78.82,South,7326,377.03,8/6/2015,Regular Air,6.88,North Carolina,64.98,27801
Calumet City,Don Miller,Home Office,0.09,1,8/4/2015,1540,High,30,0.56,Office Supplies,Wrap Bag,5.76,Central,231,80.9,8/6/2015,Regular Air,0.7,Illinois,2.88,60409
Cottage Lake,Jim Karlsson,Small Business,0.1,1,8/4/2015,8167,Critical,4,0.37,Office Supplies,Small Box,-16.48,West,1116,30.95,8/6/2015,Regular Air,6.22,Washington,6.48,98072
Lansing,Ralph Kennedy,Corporate,0.09,1,8/4/2015,36803,Not Specified,2,0.56,Technology,Small Box,-316.316,Central,5173,103.105,8/6/2015,Regular Air,2.5,Michigan,65.99,48911
Cottage Lake,Jim Karlsson,Small Business,0.06,1,8/4/2015,8167,Critical,48,0.57,Technology,Small Pack,432.378,West,1117,1449.301,8/6/2015,Regular Air,1.25,Washington,35.99,98072
Lawrence,Deanra Eno,Corporate,0.09,1,8/5/2015,18849,High,6,0.55,Office Supplies,Small Box,50.83,East,2606,751.71,8/5/2015,Regular Air,0.99,MA,131.12,1841
Riverside,Deanra Eno,Corporate,0.05,1,8/5/2015,18849,High,43,0.36,Office Supplies,Small Box,52.27,West,2607,471.87,8/5/2015,Regular Air,5.25,California,11.09,92503
Green Bay,Michelle Ellison,Consumer,0.03,1,8/5/2015,30597,High,42,0.81,Office Supplies,Small Box,-95.76,Central,4298,639.84,8/6/2015,Regular Air,4.53,Wisconsin,15.14,54302
Green Bay,Michelle Ellison,Consumer,0.07,1,8/5/2015,30597,High,18,0.51,Furniture,Wrap Bag,20.01,Central,4297,93.02,8/7/2015,Regular Air,2.03,Wisconsin,5.08,54302
Hudson,Liz Willingham,Corporate,0.1,1,8/5/2015,27299,Critical,41,0.57,Furniture,Large Box,-293.45,East,3829,802.16,8/7/2015,Regular Air,14.87,Ohio,19.94,44236
Rocklin,Deanra Eno,Corporate,0.06,1,8/5/2015,18849,High,39,0.43,Furniture,Small Box,-6.5,West,2608,539.6,8/7/2015,Regular Air,8.78,California,13.79,95677
Urbana,Bryan Davis,Corporate,0.05,1,8/5/2015,16423,Medium,19,0.37,Office Supplies,Small Box,-55.13,Central,2281,128.21,8/7/2015,Regular Air,6.57,Illinois,6.48,61801
Saint Joseph,Christina Vanderzanden,Small Business,0.06,1,8/5/2015,59909,Low,11,0.4,Technology,Jumbo Drum,-292.6506,Central,8386,1255.48,8/7/2015,Delivery Truck,56.14,MO,115.99,64506
Saint Joseph,Christina Vanderzanden,Small Business,0.09,1,8/5/2015,59909,Low,46,0.57,Office Supplies,Small Box,-188.02,Central,8387,411.56,8/12/2015,Express Air,7.28,MO,9.38,64506
Sandusky,Sean O'Donnell,Corporate,0.07,1,8/6/2015,28454,Medium,25,0.37,Office Supplies,Small Box,-84,East,3985,157.4,8/7/2015,Regular Air,6.74,Ohio,6.48,44870
Janesville,Nathan Gelder,Home Office,0.03,1,8/6/2015,11398,High,16,0.4,Office Supplies,Small Box,-106.77,Central,1577,109.7,8/7/2015,Regular Air,10.39,Wisconsin,5.98,53545
Janesville,Nathan Gelder,Home Office,0.03,1,8/6/2015,11398,High,26,0.4,Office Supplies,Wrap Bag,23.37,Central,1578,80.89,8/8/2015,Regular Air,0.81,Wisconsin,2.94,53545
Plymouth,Theone Pippenger,Corporate,0.1,1,8/7/2015,51365,High,35,0.63,Furniture,Jumbo Box,-684.072,Central,7202,4051.8,8/8/2015,Delivery Truck,51.94,Minnesota,124.49,55441
Portland,Brooke Gillingham,Small Business,0.03,1,8/7/2015,25861,High,44,0.59,Technology,Jumbo Drum,7080.99,West,3623,23775.56,8/8/2015,Delivery Truck,14.7,Oregon,535.64,97206
Plymouth,Theone Pippenger,Corporate,0.08,1,8/7/2015,51365,High,35,0.41,Furniture,Small Box,-72.46,Central,7201,195.23,8/9/2015,Regular Air,5.57,Minnesota,5.89,55441
Winter Haven,Nick Radford,Corporate,0.02,1,8/7/2015,15296,Not Specified,38,0.66,Office Supplies,Small Box,1082.21,South,2141,6216.6,8/9/2015,Regular Air,19.99,Florida,161.55,33881
Foster City,Barry Weirich,Corporate,0.09,1,8/7/2015,44323,Medium,27,0.56,Technology,Jumbo Drum,5381.02,West,6263,21320.58,8/9/2015,Delivery Truck,16.06,California,810.98,94404
Dover,Barry Franz,Corporate,0.06,1,8/7/2015,45670,Low,2,0.37,Office Supplies,Small Box,-13.32,East,6425,20.16,8/11/2015,Regular Air,7.86,New Hampshire,6.48,3820
Gary,Erica Bern,Small Business,0.02,1,8/7/2015,32327,Low,45,0.8,Furniture,Jumbo Box,-1430.451,Central,4546,20333.816,8/14/2015,Delivery Truck,147.12,Indiana,550.98,46404
Baton Rouge,Andy Reiter,Corporate,0.09,1,8/8/2015,13543,Medium,2,0.6,Office Supplies,Small Box,-22.14,South,1886,27.83,8/8/2015,Regular Air,9.45,Louisiana,9.71,70802
Orem,Brian DeCherney,Corporate,0.03,1,8/9/2015,49442,High,11,0.4,Office Supplies,Small Box,-24.8055,West,6928,131.12,8/9/2015,Regular Air,7.19,Utah,11.5,84057
Portland,Becky Pak,Corporate,0.09,1,8/9/2015,42436,Critical,30,0.36,Technology,Jumbo Box,3612.58,West,5986,10994.74,8/10/2015,Delivery Truck,48.26,Oregon,400.97,97206
Glenview,Michelle Lonsdale,Corporate,0.02,1,8/9/2015,45440,Critical,5,0.76,Furniture,Jumbo Drum,-183.6,Central,6402,748.29,8/11/2015,Delivery Truck,28.63,Illinois,135.99,60025
Port Chester,Dionis Lloyd,Small Business,0.04,1,8/9/2015,48774,High,31,0.57,Furniture,Jumbo Drum,573.55,East,6850,7323.78,8/11/2015,Delivery Truck,62.94,New York,243.98,10573
Hobart,Giulietta Baptist,Home Office,0.03,1,8/9/2015,42400,Low,44,0.68,Technology,Small Box,11.55,Central,5981,865.27,8/11/2015,Regular Air,4,Indiana,19.98,46342
Indianapolis,Giulietta Baptist,Home Office,0.06,1,8/9/2015,42400,Low,41,0.64,Technology,Small Box,-168.95,Central,5982,429.28,8/14/2015,Regular Air,6.5,Indiana,10.97,46203
Cumberland,Michelle Tran,Corporate,0.01,1,8/9/2015,9347,Low,31,0.59,Office Supplies,Small Box,-107.98,East,1284,131.2,8/18/2015,Regular Air,5.13,Maryland,3.95,21501
Prior Lake,John Castell,Consumer,0.01,1,8/10/2015,38656,Low,13,0.36,Office Supplies,Small Box,25.16,Central,5443,64.46,8/10/2015,Regular Air,0.5,Minnesota,4.91,55372
Springfield,Nora Price,Small Business,0.08,1,8/10/2015,28738,Medium,10,0.59,Office Supplies,Small Box,34.85,South,4022,1539.83,8/11/2015,Regular Air,19.99,Virginia,165.2,22153
Irving,Naresj Patel,Small Business,0.02,1,8/10/2015,23748,High,26,0.72,Office Supplies,Jumbo Drum,755.95,Central,3322,6163.52,8/12/2015,Delivery Truck,28.66,Texas,225.02,75061
Springfield,Nora Price,Small Business,0.03,1,8/10/2015,28738,Medium,2,0.38,Office Supplies,Small Box,-14.467,South,4021,23.54,8/12/2015,Regular Air,6.19,Virginia,8.6,22153
Trenton,Thomas Brumley,Consumer,0.06,1,8/10/2015,8801,Low,25,0.59,Technology,Small Box,371.214,Central,1198,2529.396,8/12/2015,Express Air,3,Michigan,125.99,48183
Douglasville,Randy Bradley,Corporate,0.02,1,8/10/2015,35299,Not Specified,41,0.52,Technology,Small Box,907.67,South,4961,4359,8/12/2015,Regular Air,19.99,Georgia,99.99,30135
Chandler,Rob Williams,Home Office,0.06,1,8/10/2015,54630,Low,11,0.37,Office Supplies,Small Box,-34.53,West,7634,73.22,8/14/2015,Regular Air,6.22,Arizona,6.48,85224
Taylors,Jason Klamczynski,Small Business,0.02,1,8/10/2015,8293,Low,22,0.84,Office Supplies,Wrap Bag,-31.52,South,1136,75.03,8/14/2015,Regular Air,1.92,South Carolina,3.14,29687
Pottstown,John Castell,Consumer,0.07,1,8/10/2015,38656,Low,3,0.59,Furniture,Jumbo Drum,-199.46,East,5442,561.43,8/15/2015,Delivery Truck,26.2,Pennsylvania,180.98,19464
Trenton,Thomas Brumley,Consumer,0,1,8/10/2015,8801,Low,32,0.74,Furniture,Medium Box,-673.31,Central,1197,2593.08,8/15/2015,Express Air,48.2,Michigan,79.52,48183
Waldorf,Jason Klamczynski,Small Business,0.04,1,8/10/2015,8293,Low,50,0.55,Technology,Small Box,483.66,East,1137,1497.7595,8/15/2015,Regular Air,1.1,Maryland,35.99,20601
Pottstown,John Castell,Consumer,0.09,1,8/10/2015,38656,Low,41,0.38,Office Supplies,Small Box,-148.396,East,5441,162.51,8/17/2015,Regular Air,5.34,Pennsylvania,4.13,19464
Muncie,Hilary Holden,Corporate,0.03,1,8/11/2015,47846,High,50,0.65,Furniture,Medium Box,1581.93,Central,6717,5513.82,8/12/2015,Regular Air,13.99,Indiana,105.98,47302
Muncie,Hilary Holden,Corporate,0.08,1,8/11/2015,47846,High,37,0.37,Office Supplies,Small Box,-120.08,Central,6718,241.14,8/12/2015,Regular Air,6.93,Indiana,6.68,47302
Muncie,Hilary Holden,Corporate,0.01,1,8/11/2015,47846,High,5,0.6,Furniture,Large Box,-9.45,Central,6715,66.43,8/13/2015,Regular Air,13.04,Indiana,10.68,47302
Muncie,Hilary Holden,Corporate,0.06,1,8/11/2015,47846,High,25,0.69,Furniture,Medium Box,631.99,Central,6716,2674.18,8/13/2015,Regular Air,13.99,Indiana,110.98,47302
Florence,Karen Seio,Consumer,0.09,1,8/11/2015,29376,Critical,20,0.59,Office Supplies,Small Box,569.08,South,4135,2850.31,8/13/2015,Regular Air,7.07,Alabama,155.06,35630
Winter Garden,Matthew Clasen,Consumer,0.01,1,8/12/2015,45860,Low,12,0.36,Office Supplies,Wrap Bag,24.25,South,6445,69.97,8/12/2015,Regular Air,0.95,Florida,5.43,34787
Glendale,Ashley Jarboe,Small Business,0.02,1,8/12/2015,39490,Low,38,0.6,Office Supplies,Small Pack,-61.61,West,5573,456.03,8/12/2015,Regular Air,5.81,Arizona,11.97,85301
South Boston,Muhammed Lee,Consumer,0.05,1,8/12/2015,13284,High,22,0.35,Office Supplies,Small Box,3858.2775,East,1846,9062.44,8/13/2015,Regular Air,19.99,MA,420.98,2127
Taunton,Muhammed Lee,Consumer,0.1,1,8/12/2015,13284,High,49,0.35,Office Supplies,Small Box,674.9935,East,1847,1662.57,8/13/2015,Regular Air,2.99,MA,37.7,2718
Hoover,Nathan Mautz,Corporate,0.03,1,8/12/2015,27078,Not Specified,22,0.36,Office Supplies,Small Box,-40.76,South,3797,152.44,8/13/2015,Regular Air,5.86,Alabama,6.48,35244
Sun City,Dianna Vittorini,Corporate,0.1,1,8/12/2015,20002,Medium,9,0.72,Technology,Small Pack,-30.47,West,2765,41.03,8/13/2015,Regular Air,2.39,Arizona,4.77,85351
Brooklyn Center,Matt Abelman,Home Office,0.01,1,8/12/2015,19905,Critical,25,0.66,Furniture,Jumbo Box,-3687.651,Central,2754,13701.35,8/14/2015,Delivery Truck,64.59,Minnesota,550.98,55429
Sanford,Tanja Norvell,Corporate,0.07,1,8/12/2015,29347,Medium,50,0.36,Office Supplies,Small Box,221.09,South,4128,2040.39,8/14/2015,Regular Air,19.99,Florida,40.99,32771
Brooklyn Center,Matt Abelman,Home Office,0.04,1,8/12/2015,19905,Critical,20,0.39,Office Supplies,Small Box,32.5,Central,2753,82.97,8/14/2015,Regular Air,0.5,Minnesota,4.13,55429
Glendale,Ashley Jarboe,Small Business,0.03,1,8/12/2015,39490,Low,17,0.55,Furniture,Jumbo Drum,16.47,West,5574,2844.64,8/16/2015,Delivery Truck,60,Arizona,159.31,85301
Roswell,Maya Herman,Corporate,0,1,8/12/2015,58883,Low,36,0.39,Office Supplies,Small Box,59.67,South,8237,161.56,8/17/2015,Regular Air,0.99,Georgia,4.13,30076
Hacienda Heights,Dan Campbell,Corporate,0.08,1,8/13/2015,10948,Medium,50,0.37,Office Supplies,Small Box,-263.764,West,1514,193.11,8/13/2015,Regular Air,7.01,California,3.89,91745
Pasco,Victoria Brennan,Small Business,0.06,1,8/13/2015,48000,High,12,0.45,Technology,Small Pack,26.75,West,6741,214.94,8/14/2015,Regular Air,1.99,Washington,17.48,99301
Chesapeake,Katherine Hughes,Consumer,0.06,1,8/14/2015,51175,High,28,0.56,Office Supplies,Small Box,271.81,South,7170,1135.24,8/14/2015,Regular Air,4.5,Virginia,41.71,23320
Bullhead City,Quincy Jones,Home Office,0.07,1,8/14/2015,24608,Medium,50,0.37,Office Supplies,Small Box,-43.5045,West,3450,197.36,8/15/2015,Regular Air,2.99,Arizona,4.18,86442
Aiken,Richard Bierner,Small Business,0.09,1,8/14/2015,50532,Medium,22,0.37,Office Supplies,Wrap Bag,13.82,South,7081,82.98,8/15/2015,Regular Air,1.3,South Carolina,4,29801
Dale City,Katherine Hughes,Consumer,0.04,1,8/14/2015,51175,High,3,0.41,Technology,Large Box,-2297.48,South,7171,2136.93,8/15/2015,Regular Air,24.49,Virginia,699.99,22193
Grand Rapids,Mike Vittorini,Small Business,0.02,1,8/14/2015,4294,Medium,8,0.53,Furniture,Small Pack,-15.34,Central,622,17.72,8/16/2015,Regular Air,4.08,Michigan,1.74,49505
Columbia,Liz Thompson,Corporate,0.05,1,8/14/2015,42596,Medium,9,0.6,Office Supplies,Wrap Bag,4.16,Central,6012,51.75,8/16/2015,Regular Air,0.7,MO,5.58,65203
Aiken,Richard Bierner,Small Business,0.02,1,8/14/2015,50532,Medium,10,0.39,Office Supplies,Small Box,76.466,South,7080,267.06,8/16/2015,Regular Air,2.99,South Carolina,24.95,29801
San Luis Obispo,Bobby Elias,Small Business,0.04,1,8/14/2015,2500,High,5,0.4,Office Supplies,Small Box,-25.5645,West,357,22.56,8/16/2015,Regular Air,6.27,California,3.36,93405
Winter Garden,Nick Radford,Corporate,0.09,1,8/15/2015,5635,Medium,50,0.55,Furniture,Medium Box,-161.56,South,788,281.58,8/17/2015,Regular Air,5.92,Florida,5.77,34787
Winter Garden,Nick Radford,Corporate,0.02,1,8/15/2015,5635,Medium,17,0.4,Office Supplies,Small Box,-28.3475,South,787,198.78,8/17/2015,Regular Air,7.19,Florida,11.5,34787
Cleveland Heights,Arthur Prichep,Home Office,0.04,1,8/15/2015,54209,Medium,21,0.38,Technology,Wrap Bag,170.46,East,7579,664.989,8/17/2015,Regular Air,5.99,Ohio,35.99,44106
Spring,Christine Phan,Small Business,0.03,1,8/15/2015,8454,Medium,38,0.37,Office Supplies,Small Box,-188.1285,Central,1162,218.77,8/18/2015,Regular Air,7.78,Texas,5.4,77373
Lino Lakes,Nathan Mautz,Home Office,0.04,1,8/16/2015,39877,Critical,41,0.52,Office Supplies,Wrap Bag,8.06,Central,5637,90.88,8/18/2015,Regular Air,0.78,Minnesota,2.18,55014
Mcminnville,Alex Russell,Home Office,0.02,1,8/16/2015,36038,High,26,0.56,Office Supplies,Wrap Bag,-89.06,West,5055,95.26,8/18/2015,Regular Air,5,Oregon,3.28,97128
Smyrna,Cynthia Arntzen,Small Business,0.1,1,8/16/2015,11108,Not Specified,20,0.37,Office Supplies,Small Box,-44,South,1540,131.71,8/18/2015,Regular Air,5.74,Tennessee,6.48,37167
Roswell,Mitch Gastineau,Small Business,0.05,1,8/16/2015,39425,Critical,23,0.58,Technology,Small Box,128.79,West,5566,1267.4605,8/18/2015,Regular Air,5.99,New Mexico,65.99,88201
Lawton,Joni Blumstein,Consumer,0.09,1,8/16/2015,13601,Low,17,0.57,Office Supplies,Small Box,-94.76,Central,1893,822.91,8/20/2015,Regular Air,19.99,Oklahoma,49.43,73505
Altus,Eva Jacobs,Home Office,0.07,1,8/17/2015,56930,Low,10,0.82,Office Supplies,Large Box,-396.84,Central,7964,987.54,8/17/2015,Regular Air,35,Oklahoma,101.41,73521
Carol Stream,Edward Hooks,Consumer,0.06,1,8/17/2015,38884,High,20,0.76,Furniture,Jumbo Box,-98.046,Central,5473,6067.76,8/18/2015,Delivery Truck,54.12,Illinois,296.18,60188
Carol Stream,Edward Hooks,Consumer,0.03,1,8/17/2015,38884,High,47,0.4,Office Supplies,Small Box,-119.84,Central,5472,256,8/18/2015,Regular Air,5.66,Illinois,5.28,60188
Orlando,Valerie Dominguez,Corporate,0.07,1,8/17/2015,487,Critical,19,0.59,Office Supplies,Small Box,-18.96,South,81,210.4,8/18/2015,Regular Air,4.5,Florida,10.89,32839
Colorado Springs,Eva Jacobs,Home Office,0.03,1,8/17/2015,56930,Low,47,0.8,Office Supplies,Wrap Bag,8.89,West,7965,228.31,8/24/2015,Regular Air,0.7,Colorado,4.71,80906
Southgate,Christopher Martinez,Small Business,0.02,1,8/18/2015,3907,Medium,36,0.6,Office Supplies,Large Box,-1642.65,Central,574,218.12,8/18/2015,Regular Air,49,Michigan,4.48,48195
Thornton,Christopher Martinez,Small Business,0.03,1,8/18/2015,3907,Medium,36,0.51,Technology,Small Box,214.61,West,576,1083.19,8/19/2015,Express Air,5.5,Colorado,29.99,80229
Gainesville,Toby Grace,Home Office,0,1,8/18/2015,6018,Low,39,0.51,Furniture,Wrap Bag,36.04,South,840,206.09,8/20/2015,Regular Air,2.03,Georgia,5.08,30501
Pueblo West,Cathy Armstrong,Consumer,0.08,1,8/18/2015,25571,Critical,42,0.83,Office Supplies,Large Box,-1032.13,West,3585,3749,8/20/2015,Regular Air,35,Colorado,89.83,81007
Thornton,Christopher Martinez,Small Business,0.07,1,8/18/2015,3907,Medium,34,0.38,Office Supplies,Small Box,-135.102,West,575,729.83,8/20/2015,Regular Air,15.1,Colorado,22.38,80229
Hinesville,Toby Grace,Home Office,0.07,1,8/18/2015,6018,Low,2,0.36,Office Supplies,Small Box,-55.78,South,841,124.25,8/23/2015,Regular Air,13.88,Georgia,55.98,31313
Duluth,Mike Kennedy,Corporate,0.08,1,8/18/2015,31297,Low,39,0.57,Office Supplies,Small Box,-93.3,Central,4394,679.95,8/25/2015,Regular Air,8.65,Minnesota,17.99,55803
North Royalton,Sally Hughsby,Consumer,0.09,1,8/18/2015,31173,Low,24,0.6,Technology,Medium Box,-84.139,East,4375,169.354,8/25/2015,Express Air,5.03,Ohio,7.99,44133
Eagan,Mike Kennedy,Corporate,0.01,1,8/18/2015,31297,Low,44,0.38,Office Supplies,Small Box,699.64,Central,4395,1579.56,8/27/2015,Regular Air,4.92,Minnesota,35.44,55122
Dublin,Raymond Fair,Small Business,0.09,1,8/19/2015,58084,Medium,3,0.38,Office Supplies,Small Box,-2.87,West,8125,21.55,8/19/2015,Regular Air,0.49,California,7.31,94568
Sulphur Springs,David Philippe,Consumer,0.07,1,8/19/2015,32230,High,46,0.65,Furniture,Wrap Bag,215.11,Central,4534,1753.75,8/20/2015,Regular Air,9.2,Texas,39.98,75482
Puyallup,Yoseph Carroll,Consumer,0.04,1,8/19/2015,32610,Not Specified,47,0.58,Office Supplies,Small Pack,-276.54,West,4578,316.99,8/20/2015,Regular Air,8.37,Washington,6.84,98373
Burton,Bill Eplett,Corporate,0.01,1,8/19/2015,40608,Not Specified,39,0.4,Office Supplies,Small Box,-89.88,Central,5724,223.79,8/20/2015,Regular Air,5.66,Michigan,5.28,48509
Puyallup,Yoseph Carroll,Consumer,0.07,1,8/19/2015,32610,Not Specified,20,0.58,Technology,Small Box,88.362,West,4579,1991.8985,8/20/2015,Regular Air,7.69,Washington,125.99,98373
Burton,Bill Eplett,Corporate,0.05,1,8/19/2015,40608,Not Specified,29,0.37,Office Supplies,Small Box,55.82,Central,5723,573.97,8/21/2015,Regular Air,9.54,Michigan,18.97,48509
Dublin,Raymond Fair,Small Business,0.03,1,8/19/2015,58084,Medium,36,0.37,Office Supplies,Wrap Bag,90.91,West,8126,266.16,8/21/2015,Regular Air,1.77,California,7.28,94568
Bakersfield,Peter Buhler,Consumer,0.03,1,8/19/2015,20096,Low,35,0.74,Furniture,Jumbo Box,91.57,West,2783,6116.11,8/24/2015,Delivery Truck,29.21,California,179.29,93309
Lehi,Ann Steele,Corporate,0.09,1,8/20/2015,36101,High,3,0.65,Furniture,Jumbo Box,-271.26,West,5064,446.05,8/21/2015,Delivery Truck,53.48,Utah,140.98,84043
Tempe,Ed Braxton,Consumer,0,1,8/20/2015,4099,Critical,4,0.45,Furniture,Small Pack,-17.32,West,602,47.86,8/21/2015,Regular Air,7.29,Arizona,9.48,85281
Surprise,Ed Braxton,Consumer,0.08,1,8/20/2015,4099,Critical,42,,Office Supplies,Small Box,285.16,West,600,1691.51,8/21/2015,Regular Air,6.22,Arizona,42.76,85374
Mount Pleasant,Shahid Hopkins,Small Business,0,1,8/20/2015,11875,Medium,19,0.57,Office Supplies,Medium Box,-36.11,Central,1644,242.63,8/21/2015,Regular Air,6.27,Michigan,12.44,48858
Englewood,Troy Staebel,Small Business,0.01,1,8/20/2015,17953,High,21,0.41,Office Supplies,Jumbo Drum,-499.51,East,2467,1490.56,8/22/2015,Delivery Truck,60,New Jersey,68.81,7631
Darien,Yana Sorensen,Corporate,0.04,1,8/20/2015,36294,Medium,46,0.4,Office Supplies,Small Box,100.215,East,5093,611.16,8/22/2015,Regular Air,4.98,Connecticut,12.95,6820
Colchester,Troy Staebel,Small Business,0.03,1,8/20/2015,17953,High,30,0.36,Office Supplies,Small Box,-6.72,East,2466,975.12,8/22/2015,Regular Air,19.51,Vermont,30.98,5439
Somerset,Troy Staebel,Small Business,0,1,8/20/2015,17953,High,17,0.55,Office Supplies,Wrap Bag,18.76,East,2468,105.44,8/22/2015,Regular Air,1.2,New Jersey,5.84,8873
Tempe,Ed Braxton,Consumer,0.05,1,8/20/2015,4099,Critical,39,0.57,Technology,Small Box,784.494,West,603,3607.8505,8/22/2015,Regular Air,8.99,Arizona,110.99,85281
Tempe,Ed Braxton,Consumer,0.04,1,8/20/2015,4099,Critical,12,0.35,Office Supplies,Small Box,-6.83,West,601,122.93,8/23/2015,Regular Air,5.76,Arizona,9.78,85281
Gardner,Michael Stewart,Small Business,0.07,1,8/21/2015,4896,Critical,25,0.43,Technology,Small Pack,259.47,East,699,831.52,8/21/2015,Regular Air,1.99,MA,35.41,1440
Port Chester,Theresa Swint,Small Business,0.06,1,8/21/2015,34148,Critical,33,0.39,Office Supplies,Small Box,42.71,East,4801,136.79,8/22/2015,Regular Air,0.99,New York,4.13,10573
Rutland,Karl Brown,Corporate,0.05,1,8/21/2015,25313,Critical,19,0.59,Office Supplies,Small Pack,22.88,East,3547,418.7,8/23/2015,Regular Air,5.53,Vermont,22.01,5701
Parsippany,Michael Stewart,Small Business,0.05,1,8/21/2015,4896,Critical,21,0.4,Office Supplies,Small Box,-64.8715,East,701,121.3,8/23/2015,Regular Air,5.59,New Jersey,5.8,7054
